epoch,train_loss,validation_loss
84,0.8512260794639588,3.6870577335357666
85,1.0713361875216165,3.777754783630371
86,0.7583038401603699,4.1064581871032715
87,0.7947991490364075,4.917872905731201
88,1.5645616322755813,4.582215309143066
89,0.9564259254932403,3.9915013313293457
90,0.7321983293692271,4.025378704071045
91,0.7126880997419357,3.8269314765930176
92,0.9179596745967865,4.21067476272583
93,1.1708568495512008,4.229103088378906
94,0.971566375096639,3.924790859222412
95,0.7731229039033254,3.809309720993042
96,1.0895205525557201,4.07272481918335
97,0.6686420146624247,3.9869961738586426
98,0.9248988723754883,3.7615363597869873
99,0.6546128245194753,4.244889736175537
100,1.2611844003200532,4.370543956756592
101,0.708404778043429,4.490984916687012
102,0.954916090965271,3.8456637859344482
103,1.2712717282772064,4.083265781402588
104,0.6498859093586604,3.870539903640747
105,0.7987169714768728,4.045106887817383
106,0.785983159939448,4.033105850219727
107,0.8000741930802663,4.330303192138672
108,1.0535153683026632,3.847571611404419
109,0.9941797542572022,3.908756732940674
110,0.7393868261575699,3.768233299255371
111,0.8926892824967703,3.843773603439331
112,0.6466311848163605,4.604824066162109
113,1.1024417289098103,3.7291648387908936
114,1.118349289894104,3.827131509780884
115,0.818472863038381,4.112576007843018
116,0.8868900076548258,3.8465216159820557
117,0.8227847297986348,4.452367782592773
118,0.7769143195947011,3.937102794647217
119,0.6774910434087118,3.8514981269836426
120,0.7765026877323786,3.774705648422241
121,0.8478496452172597,3.729905605316162
122,0.7388216457764307,4.275687217712402
123,0.7596502590179444,4.061881065368652
124,0.6199134997526805,3.893303871154785
125,0.705145162542661,3.697385787963867
126,0.7676539389292399,4.077742576599121
127,0.6992828327417374,3.7837326526641846
128,0.7416102842489878,3.67478084564209
129,0.7174430431922277,4.02280330657959
130,0.715857165257136,3.676490306854248
131,0.8886587079366048,3.736978530883789
132,0.5773979959885279,3.955737352371216
133,0.6606360719601313,4.340836524963379
134,0.7266701829433441,3.7120606899261475
135,0.661252919236819,3.9739696979522705
136,0.743953378200531,4.011207103729248
137,0.7592194068431855,3.9888434410095215
138,0.7672313968340556,3.8610472679138184
139,0.7071961891651154,3.8862240314483643
140,0.8293142437934875,3.7093465328216553
141,0.759836083650589,4.18087100982666
142,0.5588231728474299,3.7799606323242188
143,0.6069646320740382,3.7876131534576416
144,0.621123054822286,3.7885358333587646
145,0.6578278434276581,3.810292959213257
146,0.5553403472900391,4.201850414276123
147,0.7025035103162129,3.8504140377044678
148,0.6179325890541076,3.6879940032958984
149,0.7125561877091726,3.808448076248169
150,0.5562089689572652,4.246142864227295
151,0.6288493945201238,4.3309831619262695
152,0.561372746626536,3.984267234802246
153,0.6319008747736613,3.8647336959838867
154,0.7981089645624161,3.75126314163208
155,0.5426193030675253,3.9126667976379395
156,0.68709124147892,4.564116954803467
157,0.8997683960199356,3.885115385055542
158,0.9081043420235316,3.8463220596313477
159,0.7872297104199727,3.826223611831665
160,0.9277311418453852,3.649932861328125
161,0.6377449927727381,4.098671913146973
162,0.6327026667197545,4.368729114532471
163,0.7675266605615616,3.8145592212677
164,0.8359488908449809,3.9844930171966553
165,0.5901848353942235,3.8826677799224854
166,0.7205084172884623,3.781766414642334
167,0.4846653310457865,3.7784619331359863
168,0.5801983358462651,3.6627418994903564
169,0.658058315316836,3.703709602355957
170,0.6506946444511413,3.6983470916748047
171,0.6081012231111527,3.7276134490966797
172,0.5742712469895681,3.8483402729034424
173,0.5517402215798696,3.8063673973083496
174,0.5181549147764841,3.6147208213806152
175,0.6291570484638214,3.7236528396606445
176,0.5573084874947866,3.860460042953491
177,0.6493181675672531,3.9646921157836914
178,0.5114534177382787,4.355388164520264
179,0.7265141459306081,3.6486542224884033
180,0.6298910945653915,3.697169542312622
181,0.7742062656084696,3.8826143741607666
182,0.6134298978249232,3.865666627883911
183,0.5402252918481827,3.8907110691070557
184,0.5732055846850077,3.7200005054473877
185,0.5757745079199473,3.7790777683258057
186,0.7041248857975007,3.755972146987915
187,0.6871576478083928,3.645329475402832
188,0.6261131656169892,3.663308620452881
189,0.5920496392250061,4.008478164672852
190,0.5814475506544113,4.271212577819824
191,0.7642216670513153,3.960460901260376
192,0.5042900236447653,3.7793824672698975
193,0.5581965543826422,3.857217311859131
194,0.6776474477847417,4.009589672088623
195,0.5907470496495565,3.905674695968628
196,0.5642766815423965,3.8330283164978027
197,0.5049373871088028,3.924562692642212
198,0.44600856383641563,4.215710163116455
199,0.6431347465515137,3.8407399654388428
200,0.5900831260283788,3.60979962348938
,,
,,
,,
,,
,,
,,
,,
,,
,,
